new_customer,application_date,income_verification,language,date_of_birth,gender,country,loan_amount,county,city,use_of_loan,education,marital_status,nr_dependants,employment_status,employment_duration,employment_position,work_experience,occupation,home_ownership,income_from_employer,income_from_pension,income_from_family_allowance,income_from_social_welfare,income_from_leave_pay,income_from_child_support,income_other,nr_debt_items,total_debt,credit_score_1,credit_score_2,credit_score_3,credit_score_4,nr_previous_loans,amount_previous_loans,previous_repayments,previous_early_repayments,previous_early_repayments_count,default
1,2018-11-18 18:11:15,unverified,spanish,1995-02-02,male,ES,900.0,COMUNIDAD DE MADRID,MADRID,health,vocational,single,0.0,self_employed,UpTo3Years,Worker,2To5Years,transport,tenant_furnished,1350.0,0.0,0.0,0.0,0.0,0.0,125.0,1,442.0,M9,B,,,0,0.0,0.0,0.0,0,1
1,2018-11-20 08:48:18,unverified,estonian,1977-11-02,female,EE,1200.0,LÄÄNEMAA,LIHULA,loan_consolidation,secondary,cohabitant,2.0,fully,UpTo2Years,Worker,LessThan2Years,other,owner,600.0,0.0,38.0,0.0,0.0,0.0,0.0,2,330.0,,,,1000.0,0,0.0,0.0,0.0,0,1
1,2018-11-17 17:25:43,verified,spanish,1989-05-06,female,ES,500.0,ANDALUCÍA,CÓRDOBA,home_improvement,vocational,married,3.0,fully,UpTo2Years,Worker,10To15Years,other,tenant_furnished,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,1,350.0,M10,D,,,0,0.0,0.0,0.0,0,1
1,2018-11-20 14:18:32,income_and_expenses_verified,estonian,1952-10-27,female,EE,2400.0,JÕGEVAMAA,JÕGEVA,home_improvement,secondary,married,0.0,fully,MoreThan5Years,Worker,MoreThan25Years,healthcare,owner,301.0,300.0,0.0,0.0,0.0,0.0,0.0,3,561.0,,,,1000.0,0,0.0,0.0,0.0,0,1
1,2018-11-15 20:39:51,unverified,finnish,1969-03-08,female,FI,800.0,UUSIMAA,ESPOO,home_improvement,higher,married,1.0,partially,TrialPeriod,Student,5To10Years,administrative,owner,300.0,0.0,100.0,1000.0,0.0,0.0,100.0,2,800.0,,,RL2,,0,0.0,0.0,0.0,0,0
1,2018-11-16 20:15:37,verified,spanish,1969-10-01,male,ES,1200.0,COMUNIDAD DE MADRID,MADRID,other,primary,divorced,0.0,fully,UpTo1Year,Worker,MoreThan25Years,retail,living_with_parents,1240.0,0.0,0.0,0.0,0.0,0.0,0.0,1,372.0,M5,C,,,0,0.0,0.0,0.0,0,1
1,2018-11-17 21:49:30,unverified,spanish,1981-06-29,female,ES,1100.0,ANDALUCÍA,BAEZA,loan_consolidation,higher,single,0.0,fully,MoreThan5Years,Worker,5To10Years,processing,living_with_parents,1122.0,0.0,0.0,0.0,0.0,0.0,0.0,2,514.0,M5,B,,,0,0.0,0.0,0.0,0,1
1,2018-11-16 21:24:42,income_and_expenses_verified,estonian,1974-02-13,female,EE,3200.0,LÄÄNE-VIRUMAA,TAMSALU,home_improvement,vocational,cohabitant,0.0,fully,UpTo1Year,Worker,MoreThan25Years,processing,owner,549.0,0.0,0.0,0.0,0.0,0.0,0.0,6,604.0,,,,600.0,0,0.0,0.0,0.0,0,0
1,2018-11-17 12:52:44,verified,finnish,1970-03-24,female,FI,3000.0,UUSIMAA,MÄNTSÄLÄ,home_improvement,secondary,cohabitant,0.0,fully,UpTo1Year,Worker,MoreThan25Years,healthcare,joint_ownership,2153.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1045.0,,,RL2,,0,0.0,0.0,0.0,0,1
1,2018-11-17 17:28:35,verified,finnish,1979-04-16,female,FI,3000.0, POHJOIS-POHJANMAA,OULU,home_improvement,higher,married,0.0,fully,UpTo1Year,SpecialistOfficeWorker,10To15Years,civil_service,owner,1482.0,0.0,0.0,0.0,0.0,0.0,0.0,2,650.0,,,RL2,,0,0.0,0.0,0.0,0,1
1,2018-11-12 13:29:16,verified,finnish,1989-05-22,male,FI,800.0,SATAKUNTA,PORI,other,vocational,married,1.0,partially,UpTo1Year,Worker,2To5Years,real_estate,owner,1132.0,0.0,104.0,0.0,0.0,0.0,0.0,2,900.0,,,RL2,,0,0.0,0.0,0.0,0,1
1,2018-11-17 12:51:48,verified,finnish,1987-12-24,male,FI,2500.0,UUSIMAA,ESPOO,loan_consolidation,vocational,cohabitant,1.0,fully,UpTo3Years,MiddleManager,10To15Years,construction,tenant_unfurnished,2117.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2035.0,,,RL4,,0,0.0,0.0,0.0,0,1
1,2018-11-18 10:56:04,verified,finnish,1972-02-24,female,FI,3000.0,PÄIJÄT- HÄME,LAHTI,other,vocational,single,0.0,fully,UpTo2Years,Worker,10To15Years,healthcare,owner,2184.0,0.0,0.0,0.0,0.0,0.0,0.0,4,991.0,,,RL1,,0,0.0,0.0,0.0,0,1
1,2018-11-19 19:16:30,income_and_expenses_verified,finnish,1976-01-28,female,FI,2500.0,HELSINKI,HELSINKI,other,vocational,divorced,0.0,fully,UpTo2Years,Worker,15To25Years,other,tenant_unfurnished,2117.0,0.0,0.0,0.0,0.0,0.0,0.0,2,935.0,,,RL2,,0,0.0,0.0,0.0,0,0
0,2018-11-21 11:17:28,income_and_expenses_verified,estonian,1989-12-20,male,EE,2600.0,TARTU,TARTU,loan_consolidation,secondary,single,0.0,fully,UpTo3Years,SpecialistOfficeWorker,5To10Years,telecom,living_with_parents,850.0,0.0,0.0,0.0,0.0,0.0,0.0,6,591.82,,,,900.0,5,3400.0,3203.27,0.0,0,1
1,2018-11-21 16:38:08,income_and_expenses_verified,estonian,1997-08-19,male,EE,2600.0,HARJU,HALJAVA,other,basic,single,0.0,fully,UpTo5Years,Worker,2To5Years,agriculture,tenant_unfurnished,596.0,0.0,0.0,0.0,0.0,0.0,0.0,5,446.71,,,,1000.0,0,0.0,0.0,0.0,0,0
1,2018-11-13 21:10:24,unverified,estonian,1982-02-09,male,EE,1000.0,TARTU,ELVA,other,vocational,cohabitant,2.0,fully,UpTo1Year,Worker,10To15Years,other,joint_ownership,1000.0,0.0,0.0,0.0,0.0,0.0,200.0,1,360.0,,,,600.0,0,0.0,0.0,0.0,0,1
0,2018-11-23 09:18:10,income_and_expenses_verified,estonian,1988-06-17,male,EE,6000.0,HARJU,TALLINN,real_estate,higher,cohabitant,0.0,partially,UpTo1Year,SuperiorSpecialist,10To15Years,telecom,owner,2427.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1292.0,,,,1000.0,5,4439.0845,4787.2778,0.0,0,0
1,2018-11-21 12:23:06,income_and_expenses_verified,estonian,1967-03-18,male,EE,3000.0,RAPLA,RAPLA,loan_consolidation,basic,divorced,1.0,fully,MoreThan5Years,Worker,MoreThan25Years,transport,tenant_furnished,1086.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1064.0,,,,1000.0,0,0.0,0.0,0.0,0,1
1,2018-11-23 15:43:37,unverified,russian,1977-12-22,female,EE,1300.0,TARTU,KALLASTE,loan_consolidation,basic,cohabitant,2.0,entrepreneur,UpTo1Year,Owner,5To10Years,retail,joint_ownership,600.0,220.0,76.0,0.0,0.0,150.0,0.0,4,419.0,,,,1000.0,0,0.0,0.0,0.0,0,1
1,2018-11-21 23:33:00,verified,finnish,1985-10-19,male,FI,1000.0,PIRKANMAA,TAMPERE,travel,vocational,cohabitant,1.0,fully,UpTo3Years,SpecialistOfficeWorker,5To10Years,telecom,tenant_furnished,1397.0,0.0,0.0,0.0,0.0,0.0,0.0,2,658.0,,,RL2,,0,0.0,0.0,0.0,0,1
1,2018-11-22 09:01:22,unverified,estonian,1980-05-28,male,EE,1000.0,HARJU,TALLINN,vehicle,secondary,single,0.0,fully,UpTo3Years,MiddleManager,15To25Years,construction,tenant_furnished,955.0,0.0,0.0,0.0,0.0,0.0,0.0,1,286.0,,,,800.0,1,1000.0,1008.19,0.0,0,0
0,2018-11-19 15:20:05,income_and_expenses_verified,spanish,1989-01-03,male,ES,2500.0,COMUNIDAD DE MADRID,LAS ROZAS,loan_consolidation,higher,married,0.0,fully,UpTo4Years,Worker,5To10Years,other,tenant_unfurnished,900.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1170.28,M6,B,,,1,2000.0,1199.69,0.0,0,0
1,2018-11-14 13:00:12,verified,spanish,1974-12-26,male,ES,2000.0,COMUNIDAD DE MADRID,MADRID,home_improvement,higher,married,1.0,fully,MoreThan5Years,SuperiorSpecialist,15To25Years,telecom,living_with_parents,1985.0,0.0,0.0,0.0,0.0,0.0,0.0,2,995.0,M5,C,,,0,0.0,0.0,0.0,0,0
1,2018-11-17 16:16:47,unverified,finnish,1951-05-23,male,FI,1400.0,KAUHAJOKI,KAINASTO,home_improvement,basic,married,0.0,retiree,,Pensioner,MoreThan25Years,,joint_ownership,0.0,1400.0,0.0,0.0,0.0,0.0,0.0,1,500.0,,,RL1,,0,0.0,0.0,0.0,0,1
0,2018-11-20 21:26:22,income_and_expenses_verified,estonian,1987-05-12,female,EE,600.0,HARJU,TALLINN,home_improvement,secondary,cohabitant,2.0,fully,UpTo3Years,SpecialistOfficeWorker,5To10Years,civil_service,owner,780.0,0.0,38.0,0.0,0.0,0.0,0.0,3,443.46,,,,1000.0,2,4600.0,1438.71,0.0,0,0
1,2018-11-12 17:21:57,unverified,finnish,1981-06-04,male,FI,2000.0,UUSIMAA,JÄRVENPÄÄ,home_improvement,vocational,married,1.0,fully,MoreThan5Years,Worker,15To25Years,construction,mortgage,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,950.0,,,RL2,,0,0.0,0.0,0.0,0,1
1,2018-11-19 12:30:21,unverified,finnish,1992-05-26,female,FI,500.0,UUSIMAA,HYVINKÄÄ,home_improvement,vocational,cohabitant,0.0,partially,MoreThan5Years,Worker,5To10Years,retail,joint_tenant,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,2,560.0,,,RL2,,0,0.0,0.0,0.0,0,1
1,2018-11-16 13:52:34,verified,spanish,1995-05-21,female,ES,1900.0,ZARAGOZA,BELCHITE,home_improvement,secondary,single,0.0,fully,UpTo3Years,Worker,5To10Years,retail,living_with_parents,976.0,0.0,0.0,0.0,0.0,0.0,0.0,1,350.0,M5,C,,,0,0.0,0.0,0.0,0,0
1,2018-11-19 15:31:42,unverified,estonian,1964-06-04,female,EE,3000.0,HARJU,TALLINN,business,higher,single,0.0,entrepreneur,UpTo1Year,Executive,MoreThan25Years,retail,owner,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1119.0,,,,900.0,0,0.0,0.0,0.0,0,0
0,2018-11-18 14:14:48,verified,slovakian,1969-11-05,female,SK,600.0,PREŠOVSKY KRAJ,PREŠOV,home_improvement,secondary,single,0.0,fully,MoreThan5Years,SpecialistOfficeWorker,MoreThan25Years,other,owner,469.0,0.0,0.0,0.0,0.0,0.0,210.0,2,325.62,,,,,1,2100.0,315.83,0.0,0,1
1,2018-11-23 17:28:50,income_and_expenses_verified,estonian,1991-07-18,female,EE,6500.0,HARJU,TALLINN,loan_consolidation,secondary,cohabitant,0.0,fully,UpTo1Year,Worker,2To5Years,transport,tenant_unfurnished,656.0,0.0,0.0,0.0,0.0,0.0,0.0,4,556.0,,,,1000.0,0,0.0,0.0,5150.0,1,1
1,2018-11-23 15:20:54,income_and_expenses_verified,estonian,1994-05-26,male,EE,3000.0,VÕRUMAA,VÄIKO-SERGA,vehicle,vocational,single,0.0,fully,UpTo3Years,Worker,2To5Years,processing,tenant_furnished,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,1,540.0,,,,700.0,0,0.0,0.0,0.0,0,1
1,2018-11-24 11:26:02,income_and_expenses_verified,estonian,1976-06-13,male,EE,3700.0,RAPLA,AESPA,home_improvement,secondary,divorced,2.0,entrepreneur,UpTo3Years,Owner,15To25Years,retail,owner,850.0,0.0,0.0,0.0,0.0,0.0,0.0,5,844.0,,,,1000.0,0,0.0,0.0,0.0,0,0
1,2018-11-23 16:56:01,verified,spanish,1991-07-21,male,ES,700.0,ANDALUCÍA,ALMERÍA,education,higher,single,0.0,fully,UpTo1Year,Worker,LessThan2Years,retail,tenant_furnished,966.0,0.0,0.0,0.0,0.0,0.0,0.0,3,614.0,M5,A,,,0,0.0,0.0,0.0,0,0
0,2018-11-24 13:33:42,income_and_expenses_verified,estonian,1979-04-16,male,EE,1100.0,HARJU,TALLINN,other,higher,married,3.0,fully,MoreThan5Years,MiddleManager,15To25Years,other,owner,1548.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1036.41,,,,1000.0,3,3700.0,1910.14,0.0,0,0
1,2018-11-24 14:59:05,unverified,russian,1996-11-04,female,EE,1200.0,HARJU,TALLINN,other,basic,cohabitant,0.0,fully,UpTo2Years,Worker,2To5Years,retail,living_with_parents,600.0,0.0,0.0,0.0,0.0,0.0,0.0,1,250.0,,,,1000.0,0,0.0,0.0,0.0,0,1
1,2018-11-20 05:44:18,verified,spanish,1965-09-28,female,ES,1000.0,BARCELONA,EL PRAT DE LLOBREGAT,home_improvement,higher,single,0.0,fully,UpTo4Years,SuperiorSpecialist,MoreThan25Years,education,owner,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,1,375.0,M7,B,,,0,0.0,0.0,0.0,0,1
1,2018-11-23 19:07:41,income_and_expenses_verified,estonian,1994-02-13,male,EE,500.0,HARJU,TALLINN,travel,secondary,single,0.0,fully,UpTo3Years,Executive,5To10Years,construction,tenant_furnished,698.0,0.0,0.0,0.0,0.0,0.0,0.0,2,392.0,,,,1000.0,0,0.0,0.0,0.0,0,0
0,2018-11-24 11:35:42,unverified,estonian,1968-08-31,male,EE,1300.0,HARJU,TALLINN,home_improvement,secondary,married,2.0,fully,UpTo1Year,MiddleManager,MoreThan25Years,processing,owner,1547.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1369.81,,,,1000.0,1,2000.0,1496.51,0.0,0,1
1,2018-11-23 15:50:35,unverified,estonian,1997-11-10,female,EE,1100.0,VILJANDI,VILJANDI,loan_consolidation,secondary,single,1.0,fully,UpTo2Years,Worker,LessThan2Years,processing,living_with_parents,0.0,0.0,19.0,0.0,540.0,0.0,0.0,3,357.0,,,,1000.0,0,0.0,0.0,0.0,0,1
1,2018-11-18 17:46:53,unverified,finnish,1972-09-11,male,FI,2500.0,LEPPÄVIRTA,SAAMAISKYLÄ,home_improvement,vocational,divorced,0.0,fully,UpTo3Years,Worker,MoreThan25Years,retail,tenant_furnished,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1170.0,,,RL2,,0,0.0,0.0,0.0,0,1
1,2018-11-22 17:15:57,verified,finnish,1997-01-03,male,FI,1600.0,PÄIJÄT-HÄME,LAHTI,vehicle,secondary,single,0.0,fully,UpTo3Years,Worker,2To5Years,other,living_with_parents,1422.0,0.0,0.0,0.0,0.0,0.0,0.0,1,500.0,,,RL3,,0,0.0,0.0,0.0,0,1
1,2018-11-23 22:17:13,income_and_expenses_verified,spanish,1977-12-02,male,ES,1100.0,COMUNIDAD VALENCIANA,MUTXAMEL,other,vocational,single,1.0,fully,MoreThan5Years,Worker,15To25Years,real_estate,living_with_parents,1040.0,0.0,0.0,0.0,0.0,0.0,0.0,6,547.0,M6,D,,,0,0.0,0.0,0.0,0,1
0,2018-11-23 09:07:57,unverified,estonian,1992-07-20,female,EE,1000.0,HARJU,TALLINN,home_improvement,secondary,cohabitant,1.0,fully,UpTo4Years,SpecialistOfficeWorker,2To5Years,other,owner,790.0,0.0,19.0,0.0,0.0,0.0,0.0,3,308.56,,,,1000.0,1,600.0,97.17,0.0,0,1
0,2018-11-23 00:59:48,verified,finnish,1974-12-12,female,FI,2000.0,KESKI-SUOMI,PALOKKA,vehicle,vocational,single,0.0,fully,MoreThan5Years,Worker,15To25Years,healthcare,council_house,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,3,728.74,,,RL2,,1,2000.0,480.1,0.0,0,1
1,2018-11-19 17:12:03,verified,finnish,1981-10-27,female,FI,2000.0,ETELÄ-SAVO,MIKKELI,other,vocational,married,1.0,fully,MoreThan5Years,Worker,15To25Years,research,owner,1775.0,0.0,104.0,0.0,0.0,0.0,0.0,6,1223.0,,,RL2,,0,0.0,0.0,0.0,0,1
1,2018-11-24 17:53:30,unverified,estonian,1977-08-21,female,EE,2000.0,TARTU,TARTU,home_improvement,higher,married,2.0,fully,MoreThan5Years,SpecialistOfficeWorker,15To25Years,education,owner,992.0,0.0,38.0,0.0,0.0,0.0,0.0,6,840.0,,,,1000.0,0,0.0,0.0,0.0,0,1
0,2018-11-24 18:37:56,unverified,estonian,1980-12-12,male,EE,600.0,TARTU,TARTU,other,secondary,single,0.0,fully,UpTo1Year,SpecialistOfficeWorker,5To10Years,other,owner,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,2,425.43,,,,600.0,1,500.0,200.92,0.0,0,1
1,2018-11-24 12:34:50,unverified,estonian,1992-12-04,male,EE,500.0,PÄRNUMAA,PÄRNU,other,basic,single,0.0,fully,UpTo5Years,Worker,2To5Years,processing,living_with_parents,800.0,0.0,0.0,0.0,0.0,0.0,0.0,1,250.0,,,,600.0,0,0.0,0.0,0.0,0,1
1,2018-11-17 12:14:34,verified,finnish,1972-06-30,male,FI,3000.0,UUSIMAA,VANTAA,loan_consolidation,secondary,single,1.0,fully,MoreThan5Years,SuperiorSpecialist,15To25Years,telecom,tenant_furnished,2435.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1069.0,,,RL2,,0,0.0,0.0,0.0,0,0
1,2018-11-24 21:19:21,unverified,estonian,1964-02-15,female,EE,1600.0,VALGA,OTEPÄÄ,home_improvement,higher,widow,0.0,fully,MoreThan5Years,SpecialistOfficeWorker,MoreThan25Years,education,owner,800.0,0.0,0.0,0.0,0.0,0.0,0.0,1,250.0,,,,1000.0,0,0.0,0.0,0.0,0,1
1,2018-11-23 14:23:37,unverified,russian,1982-04-13,female,EE,700.0,HARJU,TALLINN,other,higher,married,1.0,fully,UpTo1Year,SpecialistOfficeWorker,2To5Years,other,joint_ownership,400.0,0.0,0.0,0.0,0.0,0.0,0.0,1,250.0,,,,1000.0,0,0.0,0.0,0.0,0,1
1,2018-11-17 21:02:50,verified,spanish,1986-06-19,male,ES,800.0,TENERIFE,GUIMAR,other,vocational,single,0.0,fully,UpTo4Years,Worker,10To15Years,catering,tenant_furnished,942.0,0.0,0.0,0.0,0.0,0.0,0.0,1,350.0,M5,A,,,0,0.0,0.0,0.0,0,1
1,2018-11-25 16:18:59,unverified,estonian,1995-08-27,male,EE,500.0,RAPLA,VESKI,home_improvement,vocational,single,0.0,fully,UpTo1Year,Worker,LessThan2Years,processing,living_with_parents,700.0,0.0,0.0,0.0,0.0,0.0,0.0,2,400.0,,,,1000.0,0,0.0,0.0,0.0,0,1
1,2018-11-25 11:33:06,unverified,estonian,1968-07-24,male,EE,1600.0,HARJU,ARUKÜLA,other,secondary,married,1.0,fully,MoreThan5Years,SpecialistOfficeWorker,MoreThan25Years,finance,living_with_parents,330.0,0.0,0.0,0.0,0.0,0.0,500.0,2,440.0,,,,1000.0,0,0.0,0.0,0.0,0,0
1,2018-11-24 17:00:03,unverified,russian,1994-04-25,male,EE,1000.0,IDA-VIRU,NARVA,home_improvement,basic,cohabitant,0.0,self_employed,UpTo1Year,SpecialistOfficeWorker,2To5Years,construction,owner,500.0,0.0,0.0,0.0,0.0,0.0,0.0,2,298.0,,,,900.0,0,0.0,0.0,0.0,0,1
1,2018-11-24 12:44:44,verified,finnish,1974-08-23,female,FI,500.0,POHJOIS-KARJALA,JOENSUU,other,secondary,married,3.0,fully,UpTo4Years,SpecialistOfficeWorker,10To15Years,civil_service,joint_tenant,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1300.0,,,RL2,,0,0.0,0.0,0.0,0,1
0,2018-11-24 00:22:22,unverified,russian,1983-06-10,female,EE,700.0,LÄÄNEMAA,HAAPSALU,other,basic,cohabitant,2.0,fully,UpTo5Years,Worker,2To5Years,other,joint_tenant,900.0,0.0,75.0,0.0,0.0,0.0,0.0,3,425.47,,,,1000.0,1,1200.0,137.42,0.0,0,1
0,2018-11-25 13:41:13,income_and_expenses_verified,estonian,1966-07-03,female,EE,3000.0,VALGA,TÕRVA,home_improvement,secondary,cohabitant,1.0,fully,MoreThan5Years,SuperiorSpecialist,15To25Years,other,council_house,700.0,0.0,0.0,0.0,0.0,0.0,200.0,5,531.72,,,,1000.0,1,2100.0,618.85,0.0,0,1
1,2018-11-24 13:15:17,unverified,finnish,1995-11-21,male,FI,1000.0,TUUSULA,TUUSULA,home_improvement,higher,single,0.0,fully,UpTo2Years,SpecialistOfficeWorker,2To5Years,retail,owner,2496.0,0.0,0.0,0.0,0.0,0.0,280.0,1,832.0,,,RL3,,0,0.0,0.0,0.0,0,1
1,2018-11-23 19:12:04,income_and_expenses_verified,russian,1992-11-11,female,EE,3000.0,HARJU,TALLINN,education,basic,cohabitant,0.0,fully,UpTo3Years,SpecialistOfficeWorker,5To10Years,construction,joint_tenant,480.0,0.0,0.0,0.0,0.0,0.0,0.0,3,461.0,,,,1000.0,0,0.0,0.0,0.0,0,1
1,2018-11-26 13:17:18,income_and_expenses_verified,estonian,1992-03-07,female,EE,500.0,TARTU,TARTU,other,vocational,cohabitant,1.0,fully,UpTo1Year,Worker,2To5Years,retail,tenant_unfurnished,342.0,0.0,19.0,0.0,0.0,0.0,0.0,1,250.0,,,,1000.0,0,0.0,0.0,0.0,0,0
0,2018-11-20 09:48:06,unverified,estonian,1981-02-26,male,EE,900.0,HARJU,TALLINN,other,secondary,cohabitant,1.0,fully,MoreThan5Years,SpecialistOfficeWorker,15To25Years,processing,tenant_furnished,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,2,642.44,,,,600.0,1,2400.0,412.81,0.0,0,1
1,2018-11-25 06:25:23,income_and_expenses_verified,finnish,1963-02-11,female,FI,500.0,POHJOIS-SAVO,KUOPIO,loan_consolidation,vocational,divorced,0.0,retiree,MoreThan5Years,Pensioner,5To10Years,,council_house,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,3,689.0,,,RL1,,0,0.0,0.0,0.0,0,0
1,2018-11-26 14:38:39,income_and_expenses_verified,estonian,1991-03-12,male,EE,7500.0,RAPLA,LINNAALUSTE,loan_consolidation,secondary,single,0.0,fully,UpTo2Years,SuperiorSpecialist,2To5Years,civil_service,living_with_parents,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1007.0,,,,800.0,0,0.0,0.0,0.0,0,1
1,2018-11-25 15:18:48,income_and_expenses_verified,estonian,1977-07-15,female,EE,3000.0,HARJU,PIRITA KOSE,loan_consolidation,secondary,cohabitant,2.0,fully,MoreThan5Years,Worker,15To25Years,healthcare,living_with_parents,452.0,0.0,38.0,0.0,0.0,191.0,0.0,6,378.63,,,,1000.0,0,0.0,0.0,0.0,0,1
0,2018-11-26 15:45:52,verified,estonian,1960-07-29,female,EE,2300.0,HARJU,TALLINN,home_improvement,secondary,widow,0.0,fully,UpTo3Years,Worker,MoreThan25Years,retail,owner,489.0,187.0,0.0,0.0,0.0,0.0,0.0,4,554.17,,,,1000.0,1,3500.0,619.29,0.0,0,0
1,2018-11-22 08:30:03,verified,finnish,1985-09-16,female,FI,500.0,UUSIMAA,NURMIJÄRVI,education,vocational,divorced,1.0,fully,UpTo1Year,Worker,15To25Years,catering,tenant_unfurnished,1535.0,0.0,0.0,0.0,0.0,0.0,0.0,4,980.0,,,RL2,,0,0.0,0.0,0.0,0,0
1,2018-11-25 20:45:01,verified,spanish,1976-08-19,male,ES,1200.0,REGIÓN DE MURCIA,ABARÁN,other,basic,married,2.0,fully,MoreThan5Years,Worker,10To15Years,agriculture,mortgage,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,2,583.0,M5,B,,,0,0.0,0.0,0.0,0,1
1,2018-11-25 10:00:04,unverified,estonian,1992-05-11,female,EE,800.0,LÄÄNE-VIRUMAA,KARKUSE KÜLA,other,secondary,married,3.0,fully,UpTo1Year,Worker,LessThan2Years,other,owner,0.0,0.0,115.0,0.0,310.0,0.0,0.0,2,500.0,,,,800.0,0,0.0,0.0,0.0,0,0
1,2018-11-21 12:35:30,income_and_expenses_verified,russian,1975-05-14,male,EE,2000.0,HARJU,TALLINN,other,primary,single,0.0,retiree,UpTo1Year,Worker,15To25Years,other,living_with_parents,180.0,198.0,0.0,0.0,0.0,0.0,0.0,3,379.0,,,,1000.0,0,0.0,0.0,0.0,0,0
0,2018-11-24 20:23:45,income_and_expenses_verified,russian,1981-08-22,male,EE,6000.0,LÄÄNE-VIRUMAA,RAKVERE,real_estate,basic,married,0.0,fully,MoreThan5Years,Worker,15To25Years,processing,owner,910.0,0.0,0.0,0.0,0.0,0.0,0.0,3,613.0,,,,1000.0,1,2500.0,2830.09,0.0,0,0
1,2018-11-24 09:17:40,income_and_expenses_verified,estonian,1967-07-14,male,EE,6000.0,HARJU,TALLINN,other,secondary,married,0.0,fully,UpTo4Years,Worker,MoreThan25Years,transport,owner,1699.0,0.0,0.0,0.0,0.0,0.0,0.0,4,811.9,,,,1000.0,0,0.0,0.0,0.0,0,0
1,2018-11-26 12:20:05,income_and_expenses_verified,estonian,1995-08-30,male,EE,2800.0,LÄÄNE-VIRUMAA,RAKVERE,loan_consolidation,secondary,cohabitant,2.0,fully,UpTo1Year,Worker,2To5Years,construction,tenant_unfurnished,621.0,171.0,0.0,0.0,0.0,0.0,0.0,6,658.97,,,,1000.0,0,0.0,0.0,0.0,0,0
0,2018-11-24 13:19:41,income_and_expenses_verified,estonian,1956-02-01,female,EE,1000.0,HARJU,TALLINN,home_improvement,higher,widow,0.0,fully,MoreThan5Years,MiddleManager,MoreThan25Years,civil_service,owner,1040.0,703.0,0.0,0.0,0.0,0.0,0.0,3,929.0,,,,1000.0,5,4100.0,3998.59,0.0,0,0
1,2018-11-25 16:36:24,unverified,estonian,1969-04-04,female,EE,1800.0,HARJU,TALLINN,business,higher,cohabitant,0.0,entrepreneur,MoreThan5Years,Executive,MoreThan25Years,retail,owner,900.0,0.0,0.0,0.0,0.0,0.0,0.0,3,662.0,,,,1000.0,0,0.0,0.0,0.0,0,1
1,2018-11-26 21:23:45,income_and_expenses_verified,russian,1966-10-10,female,EE,1200.0,IDA-VIRU,AHTME,health,basic,divorced,0.0,fully,UpTo3Years,Worker,MoreThan25Years,civil_service,owner,350.0,0.0,0.0,0.0,0.0,0.0,0.0,4,403.0,,,,1000.0,0,0.0,0.0,0.0,0,1
1,2018-11-26 15:03:25,verified,estonian,1966-06-16,male,EE,1700.0,HARJU,ÜKSNURME,other,higher,married,0.0,entrepreneur,MoreThan5Years,Executive,5To10Years,other,owner,300.0,0.0,0.0,0.0,0.0,0.0,700.0,3,1042.0,,,,900.0,0,0.0,0.0,0.0,0,0
0,2018-11-27 08:24:09,unverified,estonian,1988-02-05,female,EE,800.0,IDA-VIRU,KONJU,vehicle,secondary,married,4.0,fully,UpTo4Years,Worker,5To10Years,catering,joint_ownership,340.0,0.0,96.0,0.0,0.0,0.0,0.0,2,260.0,,,,1000.0,1,500.0,537.76,0.0,0,0
1,2018-11-23 16:10:25,verified,finnish,1977-04-12,female,FI,2000.0,UUSIMAA,VEIKKOLA,business,higher,married,2.0,fully,MoreThan5Years,SuperiorSpecialist,15To25Years,energy,owner,2987.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2031.0,,,RL2,,0,0.0,0.0,0.0,0,1
1,2018-11-27 16:04:29,unverified,estonian,1974-10-26,male,EE,1200.0,TARTU,TARTU,home_improvement,higher,single,0.0,fully,MoreThan5Years,SuperiorSpecialist,10To15Years,education,tenant_furnished,970.0,0.0,0.0,0.0,0.0,0.0,0.0,2,352.0,,,,1000.0,0,0.0,0.0,0.0,0,1
